Review_ID,Customer_ID,Service_Type,Rating,Sentiment_Label,Review_Text
R138137,C88137,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R138138,C88138,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138139,C88139,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R138140,C88140,Customer Support,2,Negative,Unfriendly staff and long hold times.
R138141,C88141,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138142,C88142,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138143,C88143,Policy Purchase,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138144,C88144,Customer Support,2,Negative,Unfriendly staff and long hold times.
R138145,C88145,Policy Purchase,1,Negative,Very poor service. No response for days.
R138146,C88146,Claim,5,Positive,Exceptional support and very friendly team.
R138147,C88147,Customer Support,1,Negative,The policy terms were misleading and confusing.
R138148,C88148,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138149,C88149,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R138150,C88150,Claim,4,Positive,Quick claim settlement. Totally impressed!
R138151,C88151,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R138152,C88152,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138153,C88153,Customer Support,3,Neutral,"Service was okay, nothing special."
R138154,C88154,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R138155,C88155,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R138156,C88156,Customer Support,5,Positive,Exceptional support and very friendly team.
R138157,C88157,Customer Support,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138158,C88158,Customer Support,5,Positive,Exceptional support and very friendly team.
R138159,C88159,Customer Support,1,Negative,The policy terms were misleading and confusing.
R138160,C88160,Policy Purchase,2,Negative,Unfriendly staff and long hold times.
R138161,C88161,Policy Purchase,5,Positive,I'm happy with the insurance product and services.
R138162,C88162,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138163,C88163,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R138164,C88164,Claim,4,Positive,Exceptional support and very friendly team.
R138165,C88165,Claim,4,Positive,Customer support was helpful and knowledgeable.
R138166,C88166,Claim,5,Positive,Customer support was helpful and knowledgeable.
R138167,C88167,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R138168,C88168,Customer Support,3,Neutral,"It worked as expected, no major issues."
R138169,C88169,Claim,4,Positive,Quick claim settlement. Totally impressed!
R138170,C88170,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R138171,C88171,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R138172,C88172,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R138173,C88173,Customer Support,1,Negative,The policy terms were misleading and confusing.
R138174,C88174,Policy Purchase,4,Positive,Customer support was helpful and knowledgeable.
R138175,C88175,Claim,3,Neutral,"Not bad, but could be more responsive."
R138176,C88176,Policy Purchase,4,Positive,I'm happy with the insurance product and services.
R138177,C88177,Policy Purchase,1,Negative,Claim rejected for unclear reasons. Disappointed.
R138178,C88178,Claim,5,Positive,Exceptional support and very friendly team.
R138179,C88179,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R138180,C88180,Customer Support,2,Negative,Very poor service. No response for days.
R138181,C88181,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R138182,C88182,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138183,C88183,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138184,C88184,Claim,5,Positive,Exceptional support and very friendly team.
R138185,C88185,Claim,5,Positive,The policy purchase was seamless and easy to understand.
R138186,C88186,Claim,5,Positive,I'm happy with the insurance product and services.
R138187,C88187,Customer Support,1,Negative,Unfriendly staff and long hold times.
R138188,C88188,Customer Support,1,Negative,Unfriendly staff and long hold times.
R138189,C88189,Claim,2,Negative,I had a frustrating experience with customer care.
R138190,C88190,Customer Support,1,Negative,Unfriendly staff and long hold times.
R138191,C88191,Customer Support,3,Neutral,"Service was okay, nothing special."
R138192,C88192,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R138193,C88193,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R138194,C88194,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138195,C88195,Customer Support,5,Positive,The policy purchase was seamless and easy to understand.
R138196,C88196,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R138197,C88197,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R138198,C88198,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R138199,C88199,Claim,5,Positive,Quick claim settlement. Totally impressed!
R138200,C88200,Claim,5,Positive,Customer support was helpful and knowledgeable.
R138201,C88201,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R138202,C88202,Claim,3,Neutral,"Not bad, but could be more responsive."
R138203,C88203,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138204,C88204,Customer Support,1,Negative,Unfriendly staff and long hold times.
R138205,C88205,Policy Purchase,2,Negative,The policy terms were misleading and confusing.
R138206,C88206,Customer Support,3,Neutral,"Service was okay, nothing special."
R138207,C88207,Policy Purchase,1,Negative,Very poor service. No response for days.
R138208,C88208,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R138209,C88209,Claim,1,Negative,Claim rejected for unclear reasons. Disappointed.
R138210,C88210,Customer Support,5,Positive,Exceptional support and very friendly team.
R138211,C88211,Policy Purchase,5,Positive,Exceptional support and very friendly team.
R138212,C88212,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R138213,C88213,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R138214,C88214,Customer Support,1,Negative,I had a frustrating experience with customer care.
R138215,C88215,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138216,C88216,Claim,3,Neutral,Communication was average.
R138217,C88217,Customer Support,2,Negative,I had a frustrating experience with customer care.
R138218,C88218,Claim,2,Negative,Unfriendly staff and long hold times.
R138219,C88219,Claim,4,Positive,Customer support was helpful and knowledgeable.
R138220,C88220,Claim,4,Positive,Exceptional support and very friendly team.
R138221,C88221,Claim,5,Positive,Exceptional support and very friendly team.
R138222,C88222,Policy Purchase,1,Negative,Unfriendly staff and long hold times.
R138223,C88223,Claim,1,Negative,Unfriendly staff and long hold times.
R138224,C88224,Policy Purchase,2,Negative,I had a frustrating experience with customer care.
R138225,C88225,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R138226,C88226,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R138227,C88227,Claim,5,Positive,I'm happy with the insurance product and services.
R138228,C88228,Customer Support,1,Negative,Claim rejected for unclear reasons. Disappointed.
R138229,C88229,Claim,3,Neutral,"Service was okay, nothing special."
R138230,C88230,Claim,1,Negative,I had a frustrating experience with customer care.
R138231,C88231,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R138232,C88232,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138233,C88233,Claim,5,Positive,Quick claim settlement. Totally impressed!
R138234,C88234,Customer Support,2,Negative,Unfriendly staff and long hold times.
R138235,C88235,Claim,4,Positive,Quick claim settlement. Totally impressed!
R138236,C88236,Policy Purchase,3,Neutral,Neither satisfied nor dissatisfied.
R138237,C88237,Claim,3,Neutral,"Not bad, but could be more responsive."
R138238,C88238,Claim,3,Neutral,"Not bad, but could be more responsive."
R138239,C88239,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R138240,C88240,Customer Support,2,Negative,The policy terms were misleading and confusing.
R138241,C88241,Claim,5,Positive,Quick claim settlement. Totally impressed!
R138242,C88242,Customer Support,5,Positive,Customer support was helpful and knowledgeable.
R138243,C88243,Policy Purchase,5,Positive,The policy purchase was seamless and easy to understand.
R138244,C88244,Claim,4,Positive,Customer support was helpful and knowledgeable.
R138245,C88245,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R138246,C88246,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R138247,C88247,Claim,2,Negative,I had a frustrating experience with customer care.
R138248,C88248,Customer Support,5,Positive,Quick claim settlement. Totally impressed!
R138249,C88249,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R138250,C88250,Customer Support,3,Neutral,"It worked as expected, no major issues."
R138251,C88251,Customer Support,4,Positive,Exceptional support and very friendly team.
R138252,C88252,Claim,3,Neutral,"Not bad, but could be more responsive."
R138253,C88253,Claim,3,Neutral,"It worked as expected, no major issues."
R138254,C88254,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R138255,C88255,Claim,4,Positive,I'm happy with the insurance product and services.
R138256,C88256,Policy Purchase,5,Positive,Quick claim settlement. Totally impressed!
R138257,C88257,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138258,C88258,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R138259,C88259,Policy Purchase,3,Neutral,"Not bad, but could be more responsive."
R138260,C88260,Customer Support,3,Neutral,"Service was okay, nothing special."
R138261,C88261,Claim,2,Negative,Claim rejected for unclear reasons. Disappointed.
R138262,C88262,Claim,1,Negative,Unfriendly staff and long hold times.
R138263,C88263,Customer Support,4,Positive,Quick claim settlement. Totally impressed!
R138264,C88264,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
R138265,C88265,Policy Purchase,4,Positive,Quick claim settlement. Totally impressed!
R138266,C88266,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R138267,C88267,Policy Purchase,3,Neutral,"Service was okay, nothing special."
R138268,C88268,Customer Support,3,Neutral,"Not bad, but could be more responsive."
R138269,C88269,Customer Support,5,Positive,Exceptional support and very friendly team.
R138270,C88270,Customer Support,3,Neutral,Neither satisfied nor dissatisfied.
R138271,C88271,Customer Support,4,Positive,Customer support was helpful and knowledgeable.
R138272,C88272,Customer Support,1,Negative,Unfriendly staff and long hold times.
R138273,C88273,Claim,5,Positive,Customer support was helpful and knowledgeable.
R138274,C88274,Customer Support,3,Neutral,"Service was okay, nothing special."
R138275,C88275,Policy Purchase,5,Positive,Customer support was helpful and knowledgeable.
R138276,C88276,Policy Purchase,1,Negative,I had a frustrating experience with customer care.
R138277,C88277,Claim,2,Negative,Unfriendly staff and long hold times.
R138278,C88278,Customer Support,3,Neutral,"Service was okay, nothing special."
R138279,C88279,Claim,4,Positive,The policy purchase was seamless and easy to understand.
R138280,C88280,Policy Purchase,4,Positive,The policy purchase was seamless and easy to understand.
